,index,Titre,Année,Genres,Synopsis,Note,Votes,Popularité,Durée,youtube_url,poster_url,id,Budget,Recette,Synopsis_fr
43,45,Un air de famille,1996,Comédie,"An upper middle-class French family celebrates a birthday in a restaurant. In one evening and during one meal, family history, tensions, collective and separate grudges, delights, and memories both clash and coalesce.",7.278,308.0,0.9139,110.0,https://www.youtube.com/watch?v=zHIQeEz-wEM,https://image.tmdb.org/t/p/w500/eKGcispYwnZdC4FPctDAtFXLkyu.jpg,14646,3800000.0,0.0,"Une famille française de la haute bourgeoisie fête son anniversaire dans un restaurant. En une soirée et au cours d'un repas, histoire familiale, tensions, rancunes collectives et individuelles, délices et souvenirs s'affrontent et se confondent."
44,46,La Cité de la peur,1994,Comédie,"A second-class horror movie has to be shown at Cannes Film Festival, but, before each screening, the projectionist is killed by a mysterious fellow, with hammer and sickle, just as it happens in the film to be shown.",7.464,1343.0,1.7894,99.0,https://www.youtube.com/watch?v=-6lMRysFhrM,https://image.tmdb.org/t/p/w500/7RFbGblTn679rjPo88MPSbtbJx9.jpg,15097,0.0,0.0,"Un film d'horreur de seconde zone doit être projeté au Festival de Cannes, mais avant chaque projection, le projectionniste est tué par un mystérieux individu, à coups de faucille et de marteau, comme cela se produit dans le film projeté."
45,47,"OSS 117 : Le Caire, nid d'espions",2006,Crime | Action | Aventure | Comédie,"Set in 1955, French secret agent Hubert Bonisseur de La Bath/OSS 117 is sent to Cairo to investigate the disappearance of his best friend and fellow spy Jack Jefferson, only to stumble into a web of international intrigue.",7.2,1841.0,2.7653,99.0,https://www.youtube.com/watch?v=Yy4UGidQUrM,https://image.tmdb.org/t/p/w500/tVjngOSlOyJvXWedYmcSEy20OTv.jpg,15152,15200000.0,23055884.0,"En 1955, l'agent secret français Hubert Bonisseur de La Bath/OSS 117 est envoyé au Caire pour enquêter sur la disparition de son meilleur ami et collègue espion Jack Jefferson, pour ensuite tomber sur un réseau d'intrigues internationales."
46,48,OSS 117 : Rio ne répond plus,2009,Crime | Action | Comédie,"In 1967, OSS 117 is sent to Brazil in order to retrieve a microfilm list of French Nazi sympathizers, only to once again unknowingly set foot into a bigger international intrigue.",7.101,1522.0,1.8666,100.0,https://www.youtube.com/watch?v=pwSmSPmH1CE,https://image.tmdb.org/t/p/w500/sNL1aPGCMFmcnNDFWVUKehO3Vjr.jpg,15588,26800000.0,21924245.0,"En 1967, OSS 117 est envoyé au Brésil afin de récupérer une liste sur microfilm des sympathisants nazis français, pour ensuite, une fois de plus, sans le savoir, se lancer dans une plus grande intrigue internationale."
47,49,La Classe américaine,1993,Comédie | Téléfilm,"George Abitbol, the classiest man in the world, dies tragically during a cruise. The director of an American newspaper, wondering about the meaning of these intriguing final words, asks his three best investigators, Dave, Peter and Steven, to solve the mystery. (Sixteen French actors dub scenes from various Warner Bros. films to create a parody of Citizen Kane, 1941.)",7.593,246.0,1.5034,72.0,https://www.youtube.com/watch?v=CJaJEyuMozo,https://image.tmdb.org/t/p/w500/iQKZwYLsaJIATKeS5t4yVoKzMxV.jpg,16130,0.0,0.0,"George Abitbol, ​​l'homme le plus classe du monde, meurt tragiquement lors d'une croisière. Le directeur d'un journal américain, s'interrogeant sur le sens de ces intrigants derniers mots, demande à ses trois meilleurs enquêteurs, Dave, Peter et Steven, de résoudre le mystère. (Seize acteurs français doublent des scènes de divers films de Warner Bros. pour créer une parodie de Citizen Kane, 1941.)"
48,50,Ding et Dong : Le film,1990,Comédie,"Two harum-scarums who think they are good stand-up comics try to make a career in showbiz, partly for the career, partly to seduce women. They try alternatively the scene, a movie set and TV. They only succeed in making a fool of themselves",7.0,5.0,0.3686,96.0,,https://image.tmdb.org/t/p/w500/tJoInR2sKSsSqrkWjG0BjYRIsO4.jpg,17196,0.0,0.0,"Deux harum-scarums qui pensent être de bons comiques de stand-up tentent de faire carrière dans le showbiz, en partie pour la carrière, en partie pour séduire les femmes. They try alternatively the scene, a movie set and TV. Ils ne réussissent qu'à se ridiculiser"
49,51,Nos jours heureux,2006,Comédie | Familial,"Set in 1992, a manager Vincent has to run a children's holiday camp for three weeks and to face the unexpected concerning the place, his colleagues, various problems linked to children about the rooms, trips, their belongings...",7.35,1104.0,1.5788,103.0,https://www.youtube.com/watch?v=pu-NYxy5epQ,https://image.tmdb.org/t/p/w500/507mUw7mtYpmjwJncOggw9gBZcG.jpg,19100,7508646.0,10890811.0,"En 1992, Vincent, directeur, doit diriger pendant trois semaines un camp de vacances pour enfants et faire face aux imprévus concernant le lieu, ses collègues, aux divers problèmes liés aux enfants concernant les chambres, les déplacements, leurs affaires..."
50,52,La Chèvre,1981,Comédie | Crime | Aventure,"When the boss' unlucky daughter is missing in South America, Campana is sent to watch the boss' most unlucky employee who is sent as a private detective in hopes he can duplicate the daughter's mistakes.",7.115,701.0,2.3282,90.0,https://www.youtube.com/watch?v=32tlvttGjBU,https://image.tmdb.org/t/p/w500/d8n2XF8P6SIP6JywsuWFTmp9OTs.jpg,19123,0.0,0.0,"Lorsque la fille malchanceuse du patron disparaît en Amérique du Sud, Campana est envoyé pour surveiller l'employé le plus malchanceux du patron qui est envoyé comme détective privé dans l'espoir de pouvoir reproduire les erreurs de la fille."
51,53,Le Hérisson,2009,Comédie | Drame,"Paloma is a serious and highly articulate but deeply bored 11-year-old who has decided to kill herself on her 12th birthday. Fascinated by art and philosophy, she questions and documents her life and immediate circle, drawing trenchant and often hilarious observations on the world around her. But as her appointment with death approaches, Paloma finally meets some kindred spirits in her building's grumpy janitor and an enigmatic, elegant neighbor, both of whom inspire Paloma to question her rather pessimistic outlook on life.",7.246,418.0,1.698,100.0,https://www.youtube.com/watch?v=RWX8mTKsmRE,https://image.tmdb.org/t/p/w500/at2b4ZAiF5QliSV8vOwmmZfkWWK.jpg,19597,0.0,0.0,"Paloma est une jeune fille de 11 ans sérieuse et très éloquente mais profondément ennuyée qui a décidé de se suicider le jour de son 12e anniversaire. Fascinée par l'art et la philosophie, elle interroge et documente sa vie et son entourage immédiat, dessinant des observations tranchantes et souvent hilarantes sur le monde qui l'entoure. Mais à l'approche de son rendez-vous avec la mort, Paloma rencontre enfin des âmes sœurs chez le concierge grincheux de son immeuble et un voisin énigmatique et élégant, qui incitent tous deux Paloma à remettre en question sa vision plutôt pessimiste de la vie."
52,54,Edmond,2018,Comédie | Histoire,"Paris, France, December 1897. The young playwright Edmond Rostand feels like a failure. Inspiration has abandoned him. Married and father of two children, desperate and penniless, he persuades the great actor Constant Coquelin to perform the main role in his new play. But there is a problem: Coquelin wants to premiere it at Christmas and Edmond has not written a single word.",7.483,526.0,1.1837,113.0,https://www.youtube.com/watch?v=uC2FZNEJ6iM,https://image.tmdb.org/t/p/w500/gNgoOz7aceNllJnXpZ7H9ttUytb.jpg,544510,9208475.0,0.0,"Paris, France, décembre 1897. Le jeune dramaturge Edmond Rostand se sent comme un raté. L'inspiration l'a abandonné. Marié et père de deux enfants, désespéré et sans le sou, il persuade le grand acteur Constant Coquelin de tenir le rôle principal dans sa nouvelle pièce. Mais il y a un problème : Coquelin veut le présenter en avant-première à Noël et Edmond n'a pas écrit un seul mot."
53,55,Play,2019,Comédie,"In 1993, Max was 13 when he was offered his first camera. For 25 years he will not stop filming. The bunch of friends, the loves, the successes, the failures. From the 90s to the 2010s, it is the portrait of a whole generation that is emerging through its objective.",7.3,364.0,0.6066,108.0,https://www.youtube.com/watch?v=_5f3yE5bMJw,https://image.tmdb.org/t/p/w500/95gpzUQBJH6rR6FpVyNe3aSjmwc.jpg,547258,0.0,0.0,"En 1993, Max avait 13 ans lorsqu'on lui offre son premier appareil photo. Pendant 25 ans il n'arrêtera pas de filmer. La bande d’amis, les amours, les réussites, les échecs. Des années 90 aux années 2010, c'est le portrait de toute une génération qui se dessine à travers son objectif."
54,56,Le Concert,2009,Drame | Comédie,"A former world-famous conductor of the Bolshoï orchestra, known as ""The Maëstro"", Andreï Filipov had seen his career publicly broken by Leonid Brezhnev for hiring Jewish musicians and now works cleaning the concert hall where he once directed. One day, he intercepts an official invitation from the prestigious Théâtre du Châtelet. Through a series of mad antics, he reunites his old orchestra, now composed of old alcoholic musicians, and flies to perform in Paris and complete the Tchaikovsky concerto interrupted 30 years earlier. For the concerto, he engages a young violin soloist with whom he has an unexpected connection.",7.232,528.0,1.2422,120.0,https://www.youtube.com/watch?v=h0UUrar3uGg,https://image.tmdb.org/t/p/w500/5LGfyajA9BdAYGUCOkzOHnBRLlt.jpg,25205,0.0,0.0,"Ancien chef d'orchestre mondialement connu de l'orchestre du Bolchoï, dit ""Le Maëstro"", Andreï Filipov avait vu sa carrière publiquement interrompue par Léonid Brejnev pour avoir embauché des musiciens juifs et travaille désormais au nettoyage de la salle de concert qu'il dirigeait autrefois. Un jour, il intercepte une invitation officielle du prestigieux Théâtre du Châtelet. A travers une série de folies, il réunit son ancien orchestre, désormais composé de vieux musiciens alcooliques, et s'envole pour se produire à Paris et achever le concerto de Tchaïkovski interrompu 30 ans plus tôt. Pour le concerto, il engage un jeune violoniste soliste avec qui il entretient une liaison inattendue."
55,57,La Belle Verte,1996,Comédie,"As part of an intergalactic coalition, a well-meaning space alien volunteers to bring a message of self-actualization and harmony with nature to the one planet rejected by all her peers as incorrigible: Earth.",7.2,279.0,2.0741,99.0,,https://image.tmdb.org/t/p/w500/vy6J1RJEuQ4W2NZUN8GJKsqKAjW.jpg,25518,0.0,0.0,"Dans le cadre d'une coalition intergalactique, un extraterrestre bien intentionné se porte volontaire pour apporter un message d'épanouissement personnel et d'harmonie avec la nature à la planète rejetée par tous ses pairs comme incorrigible : la Terre."
56,58,Spycies,2020,Animation | Comédie | Action | Aventure | Familial,"Vladimir and Hector, two secret agents opposed in every way, are trying to recover a top secret material stolen by unknown intruders.",7.355,220.0,1.9718,84.0,https://www.youtube.com/watch?v=iNzQvuOiSAE,https://image.tmdb.org/t/p/w500/oPzuU38Zob8Ibi8c3M9Vfwq2rAl.jpg,550738,0.0,10000000.0,"Vladimir et Hector, deux agents secrets opposés en tous points, tentent de récupérer un matériel top secret volé par des intrus inconnus."
57,59,Dofus - Livre 1 : Julith,2016,Animation | Action | Aventure | Fantastique | Comédie,"The strange little guy in the blue hood is well known to Krosmoz. His name is Joris and he's proposing to take you on a fantastic adventure. Our hero is leading a happy life in his magic shop in the city of Bonta. But one day, when he seeks out his idol, a Gobbowl superstar, everything changes for the worst as Julith, the vengeful witch, is back in town!",7.5,102.0,0.5225,107.0,https://www.youtube.com/watch?v=wZcq1Y5N3q8,https://image.tmdb.org/t/p/w500/36E5uUU0Hh1DUwC2A8AF486O1pv.jpg,289143,8027100.0,624747.0,"L'étrange petit bonhomme à la capuche bleue est bien connu du Krosmoz. Il s'appelle Joris et il vous propose de vous emmener dans une aventure fantastique. Notre héros mène une vie heureuse dans son magasin de magie de la ville de Bonta. Mais un jour, alors qu'il part à la recherche de son idole, une superstar du Boufbowl, tout change pour le pire : Julith, la sorcière vengeresse, est de retour en ville !"
58,60,La Femme de l'aviateur,1981,Drame | Comédie | Romance,"A student is devastated when he finds that his girlfriend is cheating on him. In order to find out why she did it, he decides to spy on her and her airline pilot lover. Then he sees the pilot with a blonde woman and he begins to follow them…",7.194,121.0,0.697,104.0,https://www.youtube.com/watch?v=4mZCpo3Mxh0,https://image.tmdb.org/t/p/w500/Ew2G6JLcjyvHDuBsdQwEyC2HK0.jpg,27145,0.0,0.0,"Un étudiant est dévasté lorsqu'il découvre que sa petite amie le trompe. Afin de découvrir pourquoi elle a fait cela, il décide de l'espionner ainsi que son amant pilote de ligne. Puis il aperçoit le pilote avec une femme blonde et il commence à les suivre…"
59,61,Couleur locale,2014,Comédie | Téléfilm,"Marianne Riblon runs a small construction business in the south of France. Widowed and estranged from a daughter she hasn't seen in 15 years, she spends her time and working and has a life devoid of affection. An active member of the town council, she has strong conservative and racist convictions. One day, her daughter Charlotte calls her to tell her she's a grandmother. Her grandson, Nicolas, is 12 and is on his way to come see her. Charlotte wants her to take care of the child while she's being treated for leukemia. A the station, Marianne discovers the boy is half-black. The two learn to know each other...",7.0,16.0,0.2591,105.0,,https://image.tmdb.org/t/p/w500/qpOtwQ0B2MwVhmxn7zPyTjN51HR.jpg,294663,0.0,0.0,"Marianne Riblon dirige une petite entreprise de construction dans le sud de la France. Veuve et séparée d'une fille qu'elle n'a pas vue depuis 15 ans, elle passe son temps à travailler et mène une vie dépourvue d'affection. Membre active du conseil municipal, elle a de fortes convictions conservatrices et racistes. Un jour, sa fille Charlotte l'appelle pour lui dire qu'elle est grand-mère. Son petit-fils, Nicolas, a 12 ans et s'apprête à venir la voir. Charlotte veut qu'elle s'occupe de l'enfant pendant qu'elle est soignée contre une leucémie. A la gare, Marianne découvre que le garçon est à moitié noir. Les deux apprennent à se connaître..."
60,62,Swing,2002,Comédie | Drame | Musique,"In a suburb of Strasbourg, Alsace, France, ten year old boy, Max, spends his summer vacation with his grandmother. He hears Manouche gypsy Romani music being played in a local bar, and loves it. He goes to visit the gypsies in search of a guitar, where he meets a young Romani tomboy, 'Swing'. She introduces Max to her gypsy community who live in caravans and down-at-heel public housing. Over several days, Max is taken into the community to witness Romani lifestyle, traditions, knowledge of plants, and particularly their Manouche music. Max is particularly fascinated by Miraldo, the Romani guitarist he first heard in the bar, and asks to take guitar lessons with him (Miraldo is played by one of the greatest guitarists of gypsy jazz, Tchavolo Schmitt).",7.1,21.0,0.1824,90.0,https://www.youtube.com/watch?v=kqdi2zG2Huk,https://image.tmdb.org/t/p/w500/8516UR3uyqOSu2PoklljX2LepBf.jpg,32616,0.0,0.0,"Dans la banlieue de Strasbourg, en Alsace, France, Max, un garçon de dix ans, passe ses vacances d'été avec sa grand-mère. Il entend de la musique manouche gitane romani dans un bar local et adore ça. Il part rendre visite aux gitans à la recherche d'une guitare, où il rencontre un jeune garçon manqué rom, « Swing ». Elle présente Max à sa communauté gitane qui vit dans des caravanes et des logements sociaux délabrés. Pendant plusieurs jours, Max est emmené dans la communauté pour découvrir le mode de vie, les traditions, la connaissance des plantes et notamment la musique manouche des Roms. Max est particulièrement fasciné par Miraldo, le guitariste rom qu'il a entendu pour la première fois au bar, et demande à prendre des cours de guitare avec lui (Miraldo est joué par l'un des plus grands guitaristes du jazz manouche, Tchavolo Schmitt)."
